time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
141912000000000.0,2.5150032792836415e-08,0.00022141118814646612,3.0861520086925556e-15,0.0068622545733349445,620798357807.8502,487741126615179.2,290.0,1039111111111.111,33000000000.0,False
145065600000000.03,2.5181405614950816e-08,0.00022128511659922815,3.090958861483841e-15,0.006862254680966615,622060637823.2899,487706737981899.2,290.0,1039999999999.9999,33000000000.0,False
148219200000000.0,2.521283271778463e-08,0.0002211510469716627,3.0958979521775666e-15,0.006862254792273883,623350873716.8711,487671614018369.6,290.0,1040888888888.8888,33000000000.0,False
151372800000000.03,2.525612317262312e-08,0.00022135562020083628,3.0941548460872297e-15,0.006862254750336376,624083309600.5946,487609021904273.94,290.0,1041777777777.7776,33000000000.0,False
154526400000000.0,2.528705062560569e-08,0.00022135076188811026,3.0970686613958625e-15,0.006862254802064777,624979429078.0475,487580602358893.9,290.0,1042666666666.6665,33000000000.0,False
157680000000000.0,2.531832638394415e-08,0.00022126713619006848,3.1012144894793366e-15,0.006862254889768669,626117484244.4144,487548253292221.0,290.0,1043555555555.5554,33000000000.0,False
160833600000000.03,2.5349731386487488e-08,0.00022115743870412195,3.1057711094606445e-15,0.006862254989245537,627336698045.5217,487514579773527.4,290.0,1044444444444.4443,33000000000.0,False
163987200000000.0,2.538122499984213e-08,0.00022103125727466425,3.1105900649998212e-15,0.006862255096082464,628608002282.024,487480083801873.6,290.0,1045333333333.3333,33000000000.0,False
167140800000000.03,2.5412719040596873e-08,0.00022090983951769604,3.115337867756674e-15,0.006862255200538458,629866070895.6605,487445805466541.9,290.0,1046222222222.222,33000000000.0,False
170294400000000.0,2.544429693017972e-08,0.0002207728300590909,3.120336423158597e-15,0.006862255311959435,631173983596.7178,487410749225713.6,290.0,1047111111111.111,33000000000.0,False
173448000000000.0,2.5475886291839606e-08,0.00022063805814826252,3.125304114452728e-15,0.006862255422147454,632476562592.813,487375785392374.0,290.0,1047999999999.9999,33000000000.0,False
176601600000000.03,2.5507495477985272e-08,0.00022050335171499048,3.130275595865482e-15,0.006862255532113595,633780600516.2709,487340804627090.3,290.0,1048888888888.8888,33000000000.0,False
179755200000000.0,2.5539125355752344e-08,0.00022036837982302,3.1352560498977537e-15,0.00686225564200418,635087103616.0638,487305811761196.7,290.0,1049777777777.7776,33000000000.0,False
182908800000000.03,2.5570766434267167e-08,0.00022023555954803803,3.140207255401195e-15,0.006862255750731796,636388597800.5756,487270888697440.75,290.0,1050666666666.6665,33000000000.0,False
186062400000000.0,2.560244477259224e-08,0.00022009864656765917,3.1452282954662463e-15,0.0068622558611243405,637704487269.0853,487235765930756.1,290.0,1051555555555.5554,33000000000.0,False
189216000000000.0,2.5634127862088422e-08,0.0002199652334345615,3.1501984645294568e-15,0.006862255969735602,639011114587.5153,487200805663036.8,290.0,1052444444444.4443,33000000000.0,False
192369600000000.03,2.5665852308410895e-08,0.00021982711661500787,3.1552486027557905e-15,0.006862256080293523,640334157021.7775,487165575289955.25,290.0,1053333333333.3333,33000000000.0,False
195523200000000.0,2.56975654247536e-08,0.00021969613628665475,3.1601894780132584e-15,0.006862256187424088,641636468005.4957,487130693433233.2,290.0,1054222222222.222,33000000000.0,False
198676800000000.03,2.572933371429418e-08,0.00021955711780023292,3.1652640724484627e-15,0.00686225629801148,642965733224.015,487095398053856.6,290.0,1055111111111.111,33000000000.0,False
201830400000000.0,2.5761138237940663e-08,0.00021941450573586535,3.1704014533725142e-15,0.006862256410024802,644308020726.0664,487059918484394.9,290.0,1055999999999.9999,33000000000.0,False
204984000000000.0,2.57929468654104e-08,0.00021927560115229673,3.1754843748290953e-15,0.006862256520164754,645640354055.04,487024612045882.2,290.0,1056888888888.8888,33000000000.0,False
208137600000000.03,2.5824751553789735e-08,0.0002191423486789528,3.180481457513254e-15,0.006862256627577834,646956556169.6152,486989530340507.5,290.0,1057777777777.7776,33000000000.0,False
211291200000000.0,2.5856625429620723e-08,0.00021899780635189546,3.18566577633834e-15,0.006862256739883571,648310217637.7122,486953926951168.2,290.0,1058666666666.6665,33000000000.0,False
214444800000000.03,2.5888507581927625e-08,0.00021885616101874618,3.1908085747091112e-15,0.006862256850688195,649656440204.7888,486918440293576.7,290.0,1059555555555.5554,33000000000.0,False
217598400000000.0,2.59204120080209e-08,0.00021871457493190382,3.1959562166778857e-15,0.006862256961302972,651004385508.3052,486882854793360.0,290.0,1060444444444.4443,33000000000.0,False
220752000000000.0,2.5952349722724313e-08,0.0002185699380579379,3.201158518417924e-15,0.00686225707307972,652363750387.0044,486847156136407.44,290.0,1061333333333.3333,33000000000.0,False
223905600000000.03,2.5984293451241394e-08,0.0002184283968840183,3.2063158994656035e-15,0.006862257183270692,653715002866.9092,486811616628710.1,290.0,1062222222222.222,33000000000.0,False
227059200000000.0,2.6016278781601997e-08,0.00021828255350318982,3.21154893572621e-15,0.006862257295208117,655081859293.2899,486775808459317.4,290.0,1063111111111.111,33000000000.0,False
230212800000000.03,2.6048267706218066e-08,0.00021813993085378723,3.216734484481983e-15,0.00686225740548064,656440074786.2898,486740245137391.2,290.0,1063999999999.9999,33000000000.0,False
233366400000000.0,2.6080267257301675e-08,0.0002179984245301375,3.2219066956997446e-15,0.006862257515021778,657796178271.4591,486704908331661.75,290.0,1064888888888.8888,33000000000.0,False
236520000000000.0,2.6112334874168954e-08,0.0002178501927406212,3.2271969708e-15,0.0068622576275461245,659176687963.5092,486668595455269.6,290.0,1065777777777.7776,33000000000.0,False
239673600000000.03,2.614441833178529e-08,0.00021770111095727722,3.232505714076943e-15,0.0068622577401602864,660561286869.1798,486632584785916.56,290.0,1066666666666.6665,33000000000.0,False
242827200000000.0,2.617649591185314e-08,0.00021755799955342197,3.237722002253612e-15,0.0068622578499236255,661928461649.1494,486596826078780.2,290.0,1067555555555.5554,33000000000.0,False
245980800000000.03,2.6208629630885592e-08,0.00021740733778011304,3.243068631526441e-15,0.006862257962870021,663321969730.1771,486560674351482.4,290.0,1068444444444.4443,33000000000.0,False
249134400000000.0,2.624078507675896e-08,0.0002172566258532264,3.2484220057993887e-15,0.006862258075640433,664717527372.5504,486524505771624.0,290.0,1069333333333.3333,33000000000.0,False
252288000000000.0,2.6272918909946184e-08,0.00021711312485580387,3.253660268455009e-15,0.006862258184908089,666090959280.7303,486489039833971.56,290.0,1070222222222.222,33000000000.0,False
255441600000000.0,2.630514147123321e-08,0.00021695908558247142,3.2590825093522857e-15,0.006862258298884317,667501718072.7152,486452306347352.06,290.0,1071111111111.111,33000000000.0,False
258595200000000.03,2.6337354286182323e-08,0.0002168097885922945,3.2644302877508566e-15,0.006862258410450034,668898359463.314,486416159149398.44,290.0,1071999999999.9999,33000000000.0,False
261748800000000.03,2.6369610931616167e-08,0.0002166559785751961,3.2698594958809966e-15,0.006862258523836536,670311742452.281,486379737782895.1,290.0,1072888888888.8888,33000000000.0,False
264902400000000.0,2.6401878748201776e-08,0.00021650415571017556,3.2752616938558188e-15,0.006862258636143173,671720520780.0874,486343428824654.8,290.0,1073777777777.7776,33000000000.0,False
268056000000000.0,2.643417552494941e-08,0.00021635101736806683,3.2806922418267345e-15,0.006862258748850692,673135623544.4739,486306998805966.3,290.0,1074666666666.6665,33000000000.0,False
271209600000000.0,2.6466454890295393e-08,0.0002162045838777521,3.286015495022988e-15,0.006862258858331347,674530128902.6249,486271145071105.7,290.0,1075555555555.5554,33000000000.0,False
