time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux
31536000000000.0,1.4285837871555028e-05,1.4663880203048406e-05,5.871098481693573e-14,0.0016955898361785658,1.001214258304127e+16,9.167098360455262e-20,270.0,2650000000000.0015
31536000000000.0,6.28994542073462e-06,9.89661149710102e-06,7.139881846279179e-14,0.003567695910658076,3458869886774061.5,2.6130862678974874e-16,280.0,2650000000000.0015
31536000000000.0,1.3258986433798235e-06,6.672109279037201e-06,7.66705514933023e-14,0.00686233711602542,378776720946889.0,1.2942037886954422e-12,290.0,2650000000000.0015
31536000000000.0,7.693075130098512e-06,3.5789718650822556e-06,9.532426328470313e-14,0.012541875115100068,3433930415393253.0,2.1197289567225526e-17,300.0,2650000000000.0015
31536000000000.0,6.6482487989959e-05,2.098487256524749e-06,1.0893335340287362e-13,0.021782346878232498,3.1628456388254796e+16,6.632414135935335e-29,310.0,2650000000000.0015
31536000000000.0,0.007264289367767817,2.0373782933463286e-06,3.927283736884874e-14,0.05625353311981466,6.776215461785021e+17,-2.6959452388654536e-52,330.0,2650000000000.0015
31536000000000.0,0.022613704304364872,9.470387808169435e-07,6.123722161925516e-14,0.08331620427761784,2.8217590467198746e+17,6.262116459752164e-53,340.0,2650000000000.0015
31536000000000.0,0.02458445695304689,4.6139299285092954e-07,1.5141044068296872e-13,0.11639231072250172,1.0402746190582803e+17,3.2172631021134687e-52,350.0,2650000000000.0015
31536000000000.0,4.2208213175979486e-05,2.7850301622296105e-05,3.461110187400601e-14,0.0002762292986203296,6.562691520041524e+16,5.0495602881488776e-27,250.0,2700000000000.0015
31536000000000.0,3.18009845302769e-05,2.181837123800851e-05,4.277578972238248e-14,0.0007086786939378008,3.4561295065827336e+16,7.274802534605757e-26,260.0,2700000000000.0015
31536000000000.0,1.6108851976981632e-05,1.5064183048572397e-05,5.771825668399869e-14,0.001695589833618205,1.1472531787161064e+16,3.143869494269463e-20,270.0,2700000000000.0015
31536000000000.0,8.039205401436491e-06,1.0041693626945036e-05,7.106912492236404e-14,0.003567695930294774,4543422978153993.0,6.495842634283634e-17,280.0,2700000000000.0015
31536000000000.0,2.157368363605539e-06,6.6926542538548556e-06,7.706178872946561e-14,0.006862337145010486,804930710398014.1,8.660104269402701e-14,290.0,2700000000000.0015
31536000000000.0,9.564037074052426e-06,3.6644810948165707e-06,9.440365383596515e-14,0.012541875187133462,4413279963609537.0,5.490805333356374e-18,300.0,2700000000000.0015
31536000000000.0,6.978126205381248e-05,2.1724785996072806e-06,1.0671708523262829e-13,0.021782347122573504,3.3716151417142476e+16,3.569583551933487e-29,310.0,2700000000000.0015
31536000000000.0,0.007299320594184603,2.1216388995325964e-06,3.83252670744505e-14,0.05625354005850091,6.811608252364488e+17,2.8267067972702212e-52,330.0,2700000000000.0015
31536000000000.0,0.023264672154474447,1.0082064980577346e-06,5.763096139689318e-14,0.08331639146021923,2.896898509215838e+17,2.819992108621803e-52,340.0,2700000000000.0015
31536000000000.0,0.025269597078069517,4.8626781767554e-07,1.4241842723554263e-13,0.11639257815603492,1.0595597276697162e+17,-3.0390444102596477e-52,350.0,2700000000000.0015
31536000000000.0,4.4002160916225437e-05,2.852144385352913e-05,3.409154715652614e-14,0.0002762292961005197,6.829535152711755e+16,3.2018741946370474e-27,250.0,2750000000000.002
31536000000000.0,3.3604268225358915e-05,2.238516292465364e-05,4.2038081092938217e-14,0.0007086786896104265,3.665182485350243e+16,3.9681882864817236e-26,260.0,2750000000000.002
31536000000000.0,1.7919414091933332e-05,1.5472844726285042e-05,5.673274752302108e-14,0.001695589830507206,1.2937178717216866e+16,8.189681383900875e-20,270.0,2750000000000.002
31536000000000.0,9.602114077460373e-06,1.0255529924204475e-05,7.038299348675749e-14,0.003567695937651546,5519552348701144.0,2.241938632362154e-17,280.0,2750000000000.002
31536000000000.0,3.3853322947442625e-06,6.722528882894218e-06,7.745623773455702e-14,0.006862337185443684,1454318820494035.8,8.507125319497974e-15,290.0,2750000000000.002
31536000000000.0,1.1467576369746203e-05,3.7554936025199336e-06,9.337130637827104e-14,0.012541875259358279,5431510880352138.0,1.6500347531750379e-18,300.0,2750000000000.002
31536000000000.0,7.293834518187832e-05,2.2480951031441394e-06,1.0457134721332902e-13,0.021782347354550344,3.5726314378979764e+16,2.0490396378538364e-29,310.0,2750000000000.002
31536000000000.0,0.007329935176011429,2.206517742975597e-06,3.7449913600734875e-14,0.056253546112722354,6.842931312610854e+17,2.0526897340829622e-52,330.0,2750000000000.002
31536000000000.0,0.02390004510224294,1.0706530302000434e-06,5.4527994372035516e-14,0.08331657415579674,2.9701276420097664e+17,-1.8915904686384747e-53,340.0,2750000000000.002
31536000000000.0,0.025959664690980534,5.119490966104357e-07,1.3422525757460885e-13,0.11639284751255712,1.0787438124135072e+17,1.1174727220845292e-52,350.0,2750000000000.002
31536000000000.0,4.5820186534283935e-05,2.9196921950404813e-05,3.358501754728864e-14,0.00027622929357929663,7.096975116543146e+16,2.054452602446614e-27,250.0,2800000000000.0015
31536000000000.0,3.540810212886629e-05,2.2955500107618566e-05,4.132763542384627e-14,0.0007086786852197905,3.872657662255103e+16,2.234695277784111e-26,260.0,2800000000000.0015
