time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
290131200000000.06,1.4072122016400346e-07,2.0030287513506794e-05,3.988378756178643e-14,0.006862334142984943,6271567298646.071,47430902772949.27,290.0,2000000000000.0,21999999999.999992,True
293284800000000.0,1.407215943517063e-07,2.0030188338142506e-05,3.988392176479162e-14,0.006862334143011572,6271551402378.552,47429747946867.625,290.0,2000000000000.0,21999999999.999992,True
296438400000000.0,1.4072119295804613e-07,2.0030296691687968e-05,3.988377181776385e-14,0.006862334142982105,6271571001911.132,47430985954814.77,290.0,2000000000000.0,21999999999.999992,True
299592000000000.0,1.4072093375087142e-07,2.0030358267696715e-05,3.9883692505605416e-14,0.006862334142964827,6271583532770.995,47431781629490.51,290.0,2000000000000.0,21999999999.999992,True
302745600000000.06,1.4072111811805298e-07,2.003031114009291e-05,3.98837541235027e-14,0.006862334142977356,6271576899733.122,47431211586128.695,290.0,2000000000000.0,21999999999.999992,True
305899200000000.06,1.4072134170551428e-07,2.003025712887282e-05,3.988382866682788e-14,0.006862334142993556,6271560384115.584,47430531434848.984,290.0,2000000000000.0,21999999999.999992,True
309052800000000.0,1.4072120074847195e-07,2.003029439976892e-05,3.988377565882896e-14,0.006862334142982857,6271569899948.706,47430962604433.125,290.0,2000000000000.0,21999999999.999992,True
312206400000000.0,1.4072074837727376e-07,2.0030412304573346e-05,3.9883614515026436e-14,0.006862334142950279,6271593222700.226,47432356740666.836,290.0,2000000000000.0,21999999999.999992,True
315360000000000.0,1.4072117581124208e-07,2.0030300983016135e-05,3.988376841080717e-14,0.006862334142981516,6271568763094.425,47431042170767.12,290.0,2000000000000.0,21999999999.999992,True
318513600000000.06,1.4072076371777614e-07,2.003040323306123e-05,3.988362899683083e-14,0.0068623341429520385,6271594427384.073,47432306151207.54,290.0,2000000000000.0,21999999999.999992,True
321667200000000.06,1.4072119091113765e-07,2.0030293913879464e-05,3.9883780362691174e-14,0.006862334142983262,6271567891334.088,47430994294497.555,290.0,2000000000000.0,21999999999.999992,True
324820800000000.0,1.4072125331679403e-07,2.0030279841292032e-05,3.988379717168633e-14,0.006862334142987083,6271565842008.993,47430802021249.6,290.0,2000000000000.0,21999999999.999992,True
327974400000000.0,1.407208671436522e-07,2.003037559151179e-05,3.988366443597321e-14,0.006862334142958874,6271592924496.522,47431974502944.88,290.0,2000000000000.0,21999999999.999992,True
331128000000000.0,1.4072134072808326e-07,2.003025610214283e-05,3.988383084287501e-14,0.00686233414299371,6271560621202.641,47430533600056.984,290.0,2000000000000.0,21999999999.999992,True
334281600000000.06,1.4072035436986773e-07,2.003050646765641e-05,3.9883486388100734e-14,0.006862334142922233,6271620914244.529,47433557626882.87,290.0,2000000000000.0,21999999999.999992,True
337435200000000.06,1.4072081738114757e-07,2.0030381835891637e-05,3.988366194589596e-14,0.0068623341429570085,6271593712008.834,47432127514678.73,290.0,2000000000000.0,21999999999.999992,True
340588800000000.0,1.407208905223987e-07,2.003036645345611e-05,3.988367813110808e-14,0.006862334142960947,6271592946995.612,47431902439850.85,290.0,2000000000000.0,21999999999.999992,True
343742400000000.0,1.4072153006373316e-07,2.0030206140193334e-05,3.988390048666329e-14,0.006862334143007716,6271549655115.673,47429950410476.766,290.0,2000000000000.0,21999999999.999992,True
346896000000000.0,1.4072128010309915e-07,2.0030275190848824e-05,3.988380200530922e-14,0.006862334142988565,6271564290486.818,47430720655515.85,290.0,2000000000000.0,21999999999.999992,True
350049600000000.06,1.4072083967382993e-07,2.003038763532122e-05,3.988364871007856e-14,0.006862334142957003,6271588675373.498,47432077160605.695,290.0,2000000000000.0,21999999999.999992,True
353203200000000.06,1.407212108074177e-07,2.0030290382748496e-05,3.98837830944125e-14,0.006862334142984116,6271568106895.76,47430931705955.484,290.0,2000000000000.0,21999999999.999992,True
356356800000000.0,1.407218364483936e-07,2.003012681906197e-05,3.988400651461776e-14,0.006862334143029139,6271536577627.296,47429005569969.625,290.0,2000000000000.0,21999999999.999992,True
359510400000000.0,1.4072120749066916e-07,2.003029157281759e-05,3.98837813812755e-14,0.006862334142983846,6271568086280.994,47430941900665.71,290.0,2000000000000.0,21999999999.999992,True
362664000000000.0,1.4072148151646956e-07,2.003022423815279e-05,3.98838717286959e-14,0.006862334143003057,6271552367865.248,47430102668027.02,290.0,2000000000000.0,21999999999.999992,True
365817600000000.06,1.4072129987212363e-07,2.0030274155359333e-05,3.988380135226849e-14,0.0068623341429893655,6271562150152.016,47430663497352.65,290.0,2000000000000.0,21999999999.999992,True
368971200000000.06,1.4072124355769598e-07,2.0030282685399177e-05,3.988379248685057e-14,0.006862334142986164,6271567131212.868,47430830423032.586,290.0,2000000000000.0,21999999999.999992,True
372124800000000.0,1.4072158298239906e-07,2.0030190700643864e-05,3.98839182988698e-14,0.006862334143010702,6271552876101.665,47429782307670.46,290.0,2000000000000.0,21999999999.999992,True
375278400000000.0,1.4072130724533778e-07,2.0030273084280523e-05,3.988380663905119e-14,0.0068623341429908755,6271555854424.957,47430648876258.28,290.0,2000000000000.0,21999999999.999992,True
378432000000000.0,1.407212150113817e-07,2.0030296428043288e-05,3.988377497161601e-14,0.0068623341429843105,6271560941557.635,47430930477718.19,290.0,2000000000000.0,21999999999.999992,True
381585600000000.06,1.40721278987027e-07,2.003026878875908e-05,3.988381184916826e-14,0.00686233414298891,6271569232355.197,47430716649242.92,290.0,2000000000000.0,21999999999.999992,True
384739200000000.06,1.4072083285845305e-07,2.003038679436591e-05,3.9883650109040906e-14,0.006862334142956624,6271591191461.909,47432091447634.93,290.0,2000000000000.0,21999999999.999992,True
387892800000000.0,1.4072078917519358e-07,2.0030399730024546e-05,3.988363392813237e-14,0.0068623341429538435,6271589953933.93,47432232147310.09,290.0,2000000000000.0,21999999999.999992,True
391046400000000.0,1.4072120517659224e-07,2.0030292418824282e-05,3.9883779614201766e-14,0.006862334142983519,6271568782291.652,47430949736239.08,290.0,2000000000000.0,21999999999.999992,True
394200000000000.0,1.4072102509144712e-07,2.0030339536659815e-05,3.988371420959135e-14,0.006862334142970287,6271579236275.142,47431503177325.08,290.0,2000000000000.0,21999999999.999992,True
