time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux
100915200000000.0,7.222753021524965e-08,6.437050454582765e-05,1.6258355810707645e-14,0.006862322942890132,3586196780369.0146,384412403614130.94,290.0,1800000000000.0,33000000000.0
104068800000000.02,7.222741475165616e-08,6.43708246633707e-05,1.6258271278274424e-14,0.006862322942755843,3586187492076.878,384413195038035.7,290.0,1800000000000.0,33000000000.0
107222400000000.02,7.222805069672601e-08,6.436908663094282e-05,1.6258741552816665e-14,0.006862322943520905,3586237645091.15,384408856633365.8,290.0,1800000000000.0,33000000000.0
110376000000000.0,7.222753481133798e-08,6.437048961609023e-05,1.6258359073283834e-14,0.006862322942894109,3586197273236.623,384412370303447.06,290.0,1800000000000.0,33000000000.0
113529600000000.0,7.222755521879093e-08,6.437041651281702e-05,1.625837675274766e-14,0.006862322942917704,3586199685332.8643,384412235083812.3,290.0,1800000000000.0,33000000000.0
116683200000000.0,7.222750115437875e-08,6.437058865945768e-05,1.625833487661879e-14,0.006862322942859021,3586194213081.175,384412604833522.94,290.0,1800000000000.0,33000000000.0
119836800000000.02,7.222735787661327e-08,6.437095877227876e-05,1.625822735824187e-14,0.0068623229426717945,3586184445411.2153,384413570735889.44,290.0,1800000000000.0,33000000000.0
122990400000000.02,7.222770024268569e-08,6.437003935424605e-05,1.625848351635428e-14,0.006862322943100046,3586210038961.5605,384411252563419.56,290.0,1800000000000.0,33000000000.0
126144000000000.0,7.222757786583062e-08,6.43703576594409e-05,1.6258389434713238e-14,0.006862322942934788,3586201524358.3037,384412067018866.0,290.0,1800000000000.0,33000000000.0
129297600000000.02,7.222753242454423e-08,6.437052333248512e-05,1.6258354841140615e-14,0.0068623229428973545,3586195737078.2812,384412387318655.75,290.0,1800000000000.0,33000000000.0
132451200000000.0,7.22275043960227e-08,6.437057706023961e-05,1.6258337180468187e-14,0.006862322942861332,3586194633140.243,384412581551284.3,290.0,1800000000000.0,33000000000.0
135604800000000.0,7.222754986296469e-08,6.437042159174156e-05,1.6258370044563657e-14,0.006862322942898796,3586199991264.2344,384412259472062.56,290.0,1800000000000.0,33000000000.0
138758400000000.02,7.22274864355939e-08,6.4370638482446e-05,1.6258324380392828e-14,0.006862322942847066,3586192508989.403,384412710154288.3,290.0,1800000000000.0,33000000000.0
141912000000000.0,7.222786105552647e-08,6.436952635463462e-05,1.6258592903002704e-14,0.006862322943230808,3586227375460.8457,384410100861164.5,290.0,1800000000000.0,33000000000.0
145065600000000.03,7.222760908373281e-08,6.437027439285255e-05,1.6258411283449058e-14,0.00686232294296982,3586203922620.5127,384411851429054.3,290.0,1800000000000.0,33000000000.0
148219200000000.0,7.222762265914902e-08,6.43702228125118e-05,1.6258422110303582e-14,0.006862322942981427,3586205768221.179,384411758418995.5,290.0,1800000000000.0,33000000000.0
151372800000000.03,7.222747615416796e-08,6.437065799442507e-05,1.625831639048192e-14,0.0068623229428294305,3586192210156.62,384412775359866.56,290.0,1800000000000.0,33000000000.0
154526400000000.0,7.22275206806262e-08,6.437053392518382e-05,1.6258349532504356e-14,0.006862322942882467,3586195796430.4614,384412472103785.44,290.0,1800000000000.0,33000000000.0
157680000000000.0,7.22274034956628e-08,6.437082302716356e-05,1.6258266614179495e-14,0.006862322942737076,3586188196715.7427,384413273444682.1,290.0,1800000000000.0,33000000000.0
160833600000000.03,7.2227555287349e-08,6.437043070734229e-05,1.625837817463023e-14,0.006862322942928638,3586198788477.369,384412244888145.7,290.0,1800000000000.0,33000000000.0
163987200000000.0,7.222854891566269e-08,6.436868695146517e-05,1.625924437835442e-14,0.006862322944968568,3586234857818.0034,384406197029522.9,290.0,1800000000000.0,33000000000.0
167140800000000.03,7.222757699435571e-08,6.437036480095325e-05,1.6258386167816004e-14,0.006862322942928559,3586201363584.6973,384412065767348.7,290.0,1800000000000.0,33000000000.0
170294400000000.0,7.222754254628089e-08,6.437042660924466e-05,1.6258365778708934e-14,0.006862322942886009,3586200223736.9985,384412308447370.4,290.0,1800000000000.0,33000000000.0
173448000000000.0,7.22274721644636e-08,6.437064874055777e-05,1.6258312340370713e-14,0.006862322942811752,3586193124641.997,384412792988116.5,290.0,1800000000000.0,33000000000.0
176601600000000.03,7.222753183533174e-08,6.437050267127848e-05,1.6258357490636433e-14,0.006862322942894694,3586196736037.79,384412395280910.6,290.0,1800000000000.0,33000000000.0
179755200000000.0,7.222743777317116e-08,6.437079622185755e-05,1.625828842197614e-14,0.006862322942800531,3586187332526.3887,384413049013155.4,290.0,1800000000000.0,33000000000.0
182908800000000.03,7.222771532868342e-08,6.437001057557332e-05,1.6258491359054773e-14,0.006862322943114779,3586210716552.217,384411140960274.1,290.0,1800000000000.0,33000000000.0
186062400000000.0,7.22277426241252e-08,6.436981409157615e-05,1.625849734716355e-14,0.0068623229430479675,3586220713427.079,384410862205957.75,290.0,1800000000000.0,33000000000.0
189216000000000.0,7.2227543026262e-08,6.43704861874312e-05,1.6258358488209083e-14,0.0068623229428941765,3586197288867.327,384412296425350.56,290.0,1800000000000.0,33000000000.0
192369600000000.03,7.222753240375418e-08,6.437050267022862e-05,1.6258357014916805e-14,0.006862322942893571,3586196749822.617,384412388561877.44,290.0,1800000000000.0,33000000000.0
195523200000000.0,7.22276745579267e-08,6.437009200688175e-05,1.6258461215497154e-14,0.00686232294305126,3586209161679.7534,384411410268749.2,290.0,1800000000000.0,33000000000.0
198676800000000.03,7.222764243995495e-08,6.437031711423583e-05,1.625845331601692e-14,0.006862322943124182,3586198098937.111,384411726604442.75,290.0,1800000000000.0,33000000000.0
201830400000000.0,7.222746978744787e-08,6.437068291799645e-05,1.625830741293608e-14,0.006862322942813241,3586191597880.5537,384412805600584.56,290.0,1800000000000.0,33000000000.0
204984000000000.0,7.222745536049996e-08,6.437074159617955e-05,1.6258301786995894e-14,0.006862322942819547,3586189033165.5845,384412927228261.6,290.0,1800000000000.0,33000000000.0
208137600000000.03,7.222736640476273e-08,6.437101522125492e-05,1.6258240213970827e-14,0.006862322942739273,3586180110057.759,384413557364486.3,290.0,1800000000000.0,33000000000.0
211291200000000.0,7.222760727915994e-08,6.437029404040335e-05,1.62584156225021e-14,0.006862322942990945,3586202607757.152,384411887591108.4,290.0,1800000000000.0,33000000000.0
214444800000000.03,7.222759211672923e-08,6.437034270868571e-05,1.625840084847782e-14,0.006862322942966044,3586201239665.3545,384411981343472.1,290.0,1800000000000.0,33000000000.0
217598400000000.0,7.222750392125197e-08,6.437058650882523e-05,1.625833720717889e-14,0.006862322942865772,3586194103581.416,384412588845740.6,290.0,1800000000000.0,33000000000.0
220752000000000.0,7.222748007070316e-08,6.437067322787023e-05,1.6258318279241982e-14,0.006862322942843789,3586191125884.419,384412753953782.9,290.0,1800000000000.0,33000000000.0
223905600000000.03,7.222725373639436e-08,6.437126045713508e-05,1.6258155509798223e-14,0.006862322942569526,3586175103066.364,384414304002804.94,290.0,1800000000000.0,33000000000.0
227059200000000.0,7.222751089720853e-08,6.437056300489787e-05,1.625834347356734e-14,0.006862322942875177,3586194821589.04,384412543267529.75,290.0,1800000000000.0,33000000000.0
230212800000000.03,7.222754068043683e-08,6.437047607927215e-05,1.6258363770051974e-14,0.0068623229429034165,3586197574709.856,384412333232348.6,290.0,1800000000000.0,33000000000.0
233366400000000.0,7.222769982178815e-08,6.437005816919542e-05,1.6258477416228482e-14,0.0068623229430916,3586209362508.571,384411240268308.1,290.0,1800000000000.0,33000000000.0
236520000000000.0,7.222761786632794e-08,6.43702444206151e-05,1.6258418580276873e-14,0.006862322942979805,3586204902509.141,384411793373025.6,290.0,1800000000000.0,33000000000.0
239673600000000.03,7.222761308446843e-08,6.437029398568871e-05,1.6258411009927304e-14,0.006862322942980159,3586202757537.3613,384411823119864.6,290.0,1800000000000.0,33000000000.0
242827200000000.0,7.222780779813976e-08,6.436971126888947e-05,1.6258554394081804e-14,0.006862322943188298,3586220890054.294,384410480401921.44,290.0,1800000000000.0,33000000000.0
245980800000000.03,7.222762027787247e-08,6.437023723225933e-05,1.6258420962920592e-14,0.006862322942984105,3586205070563.8813,384411777422660.0,290.0,1800000000000.0,33000000000.0
249134400000000.0,7.222748823173465e-08,6.437063875986019e-05,1.6258321772282152e-14,0.006862322942840478,3586192610785.724,384412685074369.3,290.0,1800000000000.0,33000000000.0
252288000000000.0,7.222783505705519e-08,6.436966818365105e-05,1.6258579236410707e-14,0.006862322943249509,3586220978866.4946,384410315923218.56,290.0,1800000000000.0,33000000000.0
255441600000000.0,7.222747891923882e-08,6.437063041297384e-05,1.6258315189223654e-14,0.006862322942813818,3586193822968.0186,384412739450087.56,290.0,1800000000000.0,33000000000.0
258595200000000.03,7.222753105115851e-08,6.437050714181527e-05,1.6258357461044364e-14,0.006862322942896437,3586196501651.6255,384412402836035.25,290.0,1800000000000.0,33000000000.0
261748800000000.03,7.222759541424305e-08,6.437032789929137e-05,1.625840376486186e-14,0.006862322942968567,3586201791264.554,384411958440759.3,290.0,1800000000000.0,33000000000.0
264902400000000.0,7.222773811817264e-08,6.436992305184358e-05,1.6258507641009962e-14,0.006862322943128369,3586213903069.3413,384410976581085.4,290.0,1800000000000.0,33000000000.0
268056000000000.0,7.222750672175255e-08,6.437056516576295e-05,1.6258337810447375e-14,0.006862322942858344,3586195195000.8013,384412560561553.06,290.0,1800000000000.0,33000000000.0
271209600000000.0,7.222753186971666e-08,6.437050906939406e-05,1.6258356996569295e-14,0.006862322942896391,3586196408521.2163,384412395310857.1,290.0,1800000000000.0,33000000000.0
274363200000000.03,7.22274896774056e-08,6.437057229196174e-05,1.625832792787658e-14,0.006862322942826538,3586195968305.9854,384412675679978.94,290.0,1800000000000.0,33000000000.0
277516800000000.03,7.222753393308912e-08,6.437049394074641e-05,1.6258359112828576e-14,0.006862322942895967,3586197059545.2207,384412380027511.5,290.0,1800000000000.0,33000000000.0
280670400000000.0,7.22275458461139e-08,6.437046026891488e-05,1.6258367338031393e-14,0.0068623229429080985,3586198089610.084,384412296554409.56,290.0,1800000000000.0,33000000000.0
283824000000000.0,7.222772432380513e-08,6.437011269039676e-05,1.6258511305309477e-14,0.006862322943224938,3586203803759.046,384411173339496.4,290.0,1800000000000.0,33000000000.0
286977600000000.0,7.22274742513638e-08,6.437058986541443e-05,1.6258316538032497e-14,0.006862322942796114,3586196193774.0776,384412770532234.0,290.0,1800000000000.0,33000000000.0
290131200000000.06,7.222750594891878e-08,6.43705656467272e-05,1.6258341674982488e-14,0.00686232294286927,3586194912935.8076,384412580228897.75,290.0,1800000000000.0,33000000000.0
293284800000000.0,7.222771548626188e-08,6.437001983068169e-05,1.625848970397677e-14,0.006862322943114606,3586210312345.7676,384411137777575.0,290.0,1800000000000.0,33000000000.0
296438400000000.0,7.222753275467089e-08,6.437049679990637e-05,1.6258357176399788e-14,0.006862322942891335,3586197056242.7046,384412384296945.3,290.0,1800000000000.0,33000000000.0
299592000000000.0,7.222753578425233e-08,6.437048991450313e-05,1.6258360071264722e-14,0.006862322942897524,3586197170730.2505,384412366403746.6,290.0,1800000000000.0,33000000000.0
302745600000000.06,7.222748382128996e-08,6.437064073849786e-05,1.6258322732452877e-14,0.006862322942842366,3586192553935.7705,384412727320772.2,290.0,1800000000000.0,33000000000.0
305899200000000.06,7.222760781518921e-08,6.437030496797959e-05,1.6258412115290706e-14,0.0068623229429864456,3586202219720.4556,384411874995964.8,290.0,1800000000000.0,33000000000.0
309052800000000.0,7.222752913922773e-08,6.437050732128072e-05,1.6258354378510064e-14,0.006862322942886939,3586196747615.0527,384412408678190.4,290.0,1800000000000.0,33000000000.0
312206400000000.0,7.222748957700173e-08,6.437063205908726e-05,1.6258329049635648e-14,0.006862322942858561,3586192454113.501,384412696212282.2,290.0,1800000000000.0,33000000000.0
315360000000000.0,7.222753416290627e-08,6.437049793261324e-05,1.62583597429165e-14,0.0068623229428997875,3586196785008.8726,384412381464243.2,290.0,1800000000000.0,33000000000.0
318513600000000.06,7.222754862627404e-08,6.437044686904048e-05,1.6258369535731453e-14,0.006862322942909045,3586198625931.741,384412276691027.9,290.0,1800000000000.0,33000000000.0
321667200000000.06,7.222754034659187e-08,6.437047607065657e-05,1.6258363154189234e-14,0.006862322942901521,3586197626022.3423,384412333881183.2,290.0,1800000000000.0,33000000000.0
324820800000000.0,7.222743549545935e-08,6.437075550560634e-05,1.6258288493680155e-14,0.006862322942780144,3586189685480.7295,384413056686896.2,290.0,1800000000000.0,33000000000.0
327974400000000.0,7.22273928115315e-08,6.437086859280113e-05,1.6258255261005687e-14,0.006862322942722272,3586186656802.0654,384413339519253.2,290.0,1800000000000.0,33000000000.0
331128000000000.0,7.222720345360255e-08,6.437122814660012e-05,1.6258092937548915e-14,0.0068623229423548805,3586183516096.992,384414506791839.6,290.0,1800000000000.0,33000000000.0
334281600000000.06,7.222765412809406e-08,6.43701515918447e-05,1.6258448787868455e-14,0.006862322943036137,3586207178396.951,384411559266607.9,290.0,1800000000000.0,33000000000.0
337435200000000.06,7.222763273753655e-08,6.437024959641882e-05,1.6258430106267386e-14,0.006862322943021339,3586203469134.9165,384411708202982.06,290.0,1800000000000.0,33000000000.0
340588800000000.0,7.222753236841912e-08,6.437049935423943e-05,1.6258356645747903e-14,0.006862322942890897,3586196958257.1494,384412386368259.7,290.0,1800000000000.0,33000000000.0
343742400000000.0,7.22274250284535e-08,6.43707827860782e-05,1.625828002650393e-14,0.006862322942764837,3586189005295.566,384413125329754.9,290.0,1800000000000.0,33000000000.0
346896000000000.0,7.222760062645216e-08,6.437030650090426e-05,1.6258407305495197e-14,0.006862322942970493,3586202644150.014,384411920479387.9,290.0,1800000000000.0,33000000000.0
350049600000000.06,7.222756378342116e-08,6.437042057762651e-05,1.625838153037237e-14,0.006862322942936833,3586198906270.6597,384412180118262.5,290.0,1800000000000.0,33000000000.0
353203200000000.06,7.222750803713037e-08,6.437056936014209e-05,1.625833976869694e-14,0.006862322942866499,3586194790088.7954,384412557140687.8,290.0,1800000000000.0,33000000000.0
356356800000000.0,7.222747274331476e-08,6.437064035032113e-05,1.6258315627451046e-14,0.006862322942817285,3586193330413.6265,384412794484345.5,290.0,1800000000000.0,33000000000.0
359510400000000.0,7.222776277307554e-08,6.436997826275404e-05,1.6258550671278282e-14,0.00686232294328697,3586208500177.7363,384410905489584.0,290.0,1800000000000.0,33000000000.0
362664000000000.0,7.222755401640299e-08,6.437043918325619e-05,1.6258369856029128e-14,0.006862322942908496,3586198909316.731,384412230705249.1,290.0,1800000000000.0,33000000000.0
365817600000000.06,7.222756324096582e-08,6.43704104390019e-05,1.625837990533295e-14,0.006862322942927071,3586199593222.2305,384412176298470.06,290.0,1800000000000.0,33000000000.0
368971200000000.06,7.222752883719971e-08,6.437050847075082e-05,1.625835473711805e-14,0.0068623229428883955,3586196667929.6104,384412412881470.2,290.0,1800000000000.0,33000000000.0
372124800000000.0,7.222750868895996e-08,6.437058483424292e-05,1.625834397388772e-14,0.006862322942886222,3586193605952.9424,384412569789467.7,290.0,1800000000000.0,33000000000.0
375278400000000.0,7.222751293380846e-08,6.437055063516136e-05,1.6258344042577467e-14,0.006862322942871678,3586195431916.747,384412524471449.4,290.0,1800000000000.0,33000000000.0
378432000000000.0,7.222764511188602e-08,6.437022505843816e-05,1.6258435868477483e-14,0.0068623229430310306,3586204196294.818,384411613918356.9,290.0,1800000000000.0,33000000000.0
381585600000000.06,7.222620782747112e-08,6.437456625001123e-05,1.625747192139679e-14,0.0068623229417834435,3586062465869.42,384421882532351.94,290.0,1800000000000.0,33000000000.0
384739200000000.06,7.222777931219592e-08,6.436981987936334e-05,1.6258543454191676e-14,0.0068623229431976854,3586216391527.3037,384410716404751.7,290.0,1800000000000.0,33000000000.0
387892800000000.0,7.222771541034206e-08,6.43699953763622e-05,1.6258492384201866e-14,0.006862322943110376,3586211390416.055,384411138552886.06,290.0,1800000000000.0,33000000000.0
391046400000000.0,7.222770676088399e-08,6.437003335231013e-05,1.6258484854732845e-14,0.006862322943103677,3586210079881.8174,384411198897598.44,290.0,1800000000000.0,33000000000.0
394200000000000.0,7.22275292971556e-08,6.437049329449523e-05,1.6258354064895956e-14,0.006862322942879328,3586197561815.1284,384412401685633.75,290.0,1800000000000.0,33000000000.0
397353600000000.06,7.222694555964511e-08,6.437213707026317e-05,1.625792463515532e-14,0.00686232294220672,3586149734294.0947,384416404917504.9,290.0,1800000000000.0,33000000000.0
400507200000000.06,7.222798769992027e-08,6.436955293704654e-05,1.6258743798162952e-14,0.00686232294372658,3586216160410.6826,384409549427273.5,290.0,1800000000000.0,33000000000.0
403660800000000.0,7.222755752678865e-08,6.437042602918554e-05,1.625837506949616e-14,0.0068623229429184435,3586199193266.679,384412213235649.6,290.0,1800000000000.0,33000000000.0
406814400000000.0,7.2227522229187e-08,6.437052924143337e-05,1.6258349924483584e-14,0.006862322942881966,3586195994884.472,384412459043404.75,290.0,1800000000000.0,33000000000.0
409968000000000.0,7.222765535483425e-08,6.437022093785787e-05,1.6258453718373516e-14,0.0068623229430842085,3586203023754.3096,384411586610321.0,290.0,1800000000000.0,33000000000.0
413121600000000.06,7.222754072048714e-08,6.437047534868585e-05,1.625836289712756e-14,0.006862322942900588,3586197668757.495,384412329424829.25,290.0,1800000000000.0,33000000000.0
416275200000000.06,7.222743722251663e-08,6.437076653586223e-05,1.6258287354925142e-14,0.006862322942782936,3586189092363.9517,384413041515554.7,290.0,1800000000000.0,33000000000.0
419428800000000.0,7.222757887506059e-08,6.4370381366657e-05,1.6258392936996848e-14,0.006862322942956669,3586199946891.9067,384412078909543.1,290.0,1800000000000.0,33000000000.0
422582400000000.0,7.222754263520358e-08,6.437047996246294e-05,1.6258365189911778e-14,0.006862322942910161,3586197214369.794,384412322946955.1,290.0,1800000000000.0,33000000000.0
425736000000000.0,7.222769525779368e-08,6.437009243342153e-05,1.6258472691424163e-14,0.006862322943092743,3586207869887.4307,384411272037016.2,290.0,1800000000000.0,33000000000.0
428889600000000.06,7.222754022382686e-08,6.437047936045073e-05,1.6258363159805902e-14,0.006862322942903075,3586197440943.697,384412336019038.56,290.0,1800000000000.0,33000000000.0
432043200000000.06,7.222748121995058e-08,6.437067612233478e-05,1.6258320896931193e-14,0.006862322942853146,3586190763093.043,384412752724369.6,290.0,1800000000000.0,33000000000.0
435196800000000.0,7.222745401966516e-08,6.437071648224928e-05,1.6258301345869565e-14,0.006862322942805621,3586190523688.4297,384412930850984.75,290.0,1800000000000.0,33000000000.0
438350400000000.0,7.222748920714125e-08,6.437063201010683e-05,1.6258326067303675e-14,0.00686232294284989,3586192683824.9346,384412690031120.44,290.0,1800000000000.0,33000000000.0
441504000000000.0,7.222752896141859e-08,6.437051056773387e-05,1.62583559975691e-14,0.006862322942893058,3586196462127.5264,384412416763634.6,290.0,1800000000000.0,33000000000.0
444657600000000.06,7.222778848708374e-08,6.436978452201267e-05,1.6258544650349118e-14,0.0068623229431878435,3586217923854.7646,384410631075960.7,290.0,1800000000000.0,33000000000.0
447811200000000.06,7.222755357290784e-08,6.437043339922021e-05,1.625837154301233e-14,0.006862322942910302,3586199107062.8613,384412236593208.5,290.0,1800000000000.0,33000000000.0
450964800000000.0,7.222747967382145e-08,6.437064015700193e-05,1.6258317760195484e-14,0.006862322942826184,3586193033579.2217,384412745281795.06,290.0,1800000000000.0,33000000000.0
454118400000000.0,7.222747207154536e-08,6.437066872914512e-05,1.6258313517687576e-14,0.006862322942824739,3586191906588.112,384412804041124.3,290.0,1800000000000.0,33000000000.0
457272000000000.0,7.22275586937048e-08,6.437041442962723e-05,1.625837414959942e-14,0.006862322942910703,3586199882354.4463,384412196916150.9,290.0,1800000000000.0,33000000000.0
460425600000000.06,7.222753967752385e-08,6.437047460000426e-05,1.62583621791435e-14,0.0068623229428977405,3586197788654.5654,384412335456215.8,290.0,1800000000000.0,33000000000.0
463579200000000.06,7.222746504105992e-08,6.437069127569972e-05,1.625830748662782e-14,0.006862322942815531,3586191245226.4624,384412850395323.4,290.0,1800000000000.0,33000000000.0
466732800000000.0,7.222736260425461e-08,6.437094589961235e-05,1.6258228635318778e-14,0.00686232294267123,3586184993754.192,384413531653849.6,290.0,1800000000000.0,33000000000.0
469886400000000.0,7.222781379354315e-08,6.43697248413924e-05,1.6258564938620974e-14,0.006862322943227421,3586219446756.8086,384410466735378.94,290.0,1800000000000.0,33000000000.0
473040000000000.0,7.222732336366282e-08,6.437114124240794e-05,1.625819913482567e-14,0.006862322942665142,3586177035163.5615,384413823096828.2,290.0,1800000000000.0,33000000000.0
476193600000000.06,7.222765441565664e-08,6.437018505032077e-05,1.6258449190603045e-14,0.0068623229430535525,3586205309219.9375,384411568377038.0,290.0,1800000000000.0,33000000000.0
479347200000000.06,7.222748513326858e-08,6.437063079381671e-05,1.6258323211637725e-14,0.006862322942839474,3586193058705.4824,384412714379974.3,290.0,1800000000000.0,33000000000.0
482500800000000.0,7.222755503623769e-08,6.437044674288888e-05,1.6258374905929215e-14,0.006862322942926957,3586198109927.9136,384412240295223.1,290.0,1800000000000.0,33000000000.0
485654400000000.0,7.222755105810719e-08,6.437047999512871e-05,1.6258372710352062e-14,0.0068623229429351,3586196492222.6577,384412276217415.7,290.0,1800000000000.0,33000000000.0
488808000000000.0,7.222751129856734e-08,6.437055896988704e-05,1.625834210864638e-14,0.006862322942869506,3586195133221.356,384412534250574.5,290.0,1800000000000.0,33000000000.0
491961600000000.06,7.222742050043696e-08,6.437080739953092e-05,1.62582758705198e-14,0.006862322942762999,3586188008164.6323,384413157738456.5,290.0,1800000000000.0,33000000000.0
495115200000000.06,7.222763202393282e-08,6.437023201837163e-05,1.6258432305786692e-14,0.006862322943018813,3586204349398.5254,384411714550730.8,290.0,1800000000000.0,33000000000.0
498268800000000.0,7.222754205006379e-08,6.437047229632788e-05,1.625836268079613e-14,0.006862322942899056,3586197830172.8135,384412317011091.4,290.0,1800000000000.0,33000000000.0
501422400000000.0,7.22275296062642e-08,6.437050723278347e-05,1.6258355481774468e-14,0.0068623229428902335,3586196662945.147,384412408237968.06,290.0,1800000000000.0,33000000000.0
504576000000000.0,7.222758703045167e-08,6.437036121004051e-05,1.6258395253022298e-14,0.006862322942956906,3586200718214.6255,384412010613632.44,290.0,1800000000000.0,33000000000.0
